fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type_white
0.13907406378067463,-0.9074092658317721,-0.0639798952898045,1.965823423661807,-0.3121587071488659,0.49394307231301376,1.3612470467858553,1.3263847683387964,-0.7365220327559459,-0.2081658295656884,-1.07441733753785,1
-0.9391171256873113,-0.36174331373150403,-0.538440345657042,2.6763469895530307,-0.2555326934974189,0.6664986806965717,-0.08707229450944931,1.4480505910983383,-0.7365220327559459,-0.5423122187180476,-1.3246336359408188,1
-0.09196690539103712,-0.8467797155984089,-0.33510015264251153,0.9108035833990812,-0.5386627617546537,-0.6564276502440388,-0.19304688045788623,-0.07953140577137902,-1.1077257254662978,-1.0769464413618226,0.00985328887501883,1
-0.3230078745627482,-0.36174331373150403,0.34270049073925624,0.35099713754539,0.02759737475981604,0.26386892780160326,1.6261835116569474,0.8870359639293455,2.1712402268084734,0.12598055958667118,-0.24036300952795137,1
1.2942789096392306,-0.3011137634981412,0.2071403620629025,-0.7470847370137736,0.31072744301705096,-0.31131643347692306,-1.0408435680453816,0.7856477782964125,-0.24158377580880994,5.539152063854892,-0.1569575767269603,0
-0.09196690539103712,-0.9074092658317721,-0.2673200883043347,-0.38105744549405235,-0.6519147890575476,-0.8289832586275967,-0.6699325172258523,-0.5661946968095094,-1.9120003930053922,1.6630539496875236,0.760502184083928,1
-0.09196690539103712,-1.0286683662984981,-0.0639798952898045,-0.8116777884584303,-0.5386627617546537,-0.8865017947554493,-0.22837174244069855,-1.2421159343624704,-0.4890529042823779,-0.2081658295656884,1.260934780889867,1
-1.6322400332024452,-0.05859556256468858,-0.6740004743333956,-0.8116777884584303,-0.8217928300118885,-0.7139461863718914,-0.4756457763203847,-1.8166489862824986,1.8000365340981215,-1.0101171635313506,1.6779619448948162,1
1.2172652532486605,1.2752545425692998,-1.894041632420578,-0.6824916855691169,1.7830037979546725,-0.944020330883302,-1.0585059990367878,0.5152792832752207,-0.05598192945363536,0.46012694873903,0.3434750200789786,0
0.6011560021240968,1.6996613942028411,0.0715802333865492,-0.5748365998280224,0.9053005863572443,-0.8289832586275967,-1.3940921878735046,0.8532399020517012,0.5626908917302845,0.32646839307808617,0.176664154476998,0
2.0644154735449347,1.2146249923359367,0.8849410054446706,-0.6609606684208981,0.42397947031994465,-0.8289832586275967,-1.341104894899286,1.4953650777270178,1.0576291486774203,0.5937855043999738,-0.9076064719358694,0
0.755183314905237,0.48707038953557913,1.1560612627973776,-0.5963676169762413,0.7920485590543503,0.09131331941804537,-1.076168430028194,1.393976892094085,0.7482927380854592,1.4625661161961079,-1.4914445015427995,0
-1.0161307820778813,-0.24048421326477804,-0.13175995962798134,-0.7255537198655547,-0.7368538095347182,0.43642453618516114,0.4604630662241414,-1.9450740214175395,1.1813637129142043,-0.8096293300399352,2.011583676098776,1
0.8321969712958085,1.5784022937361148,-1.2840210533769867,-0.5963676169762413,0.8203615658800738,-1.404168619906123,-1.6237037907617846,1.2587926445834703,0.5626908917302845,0.3932976709085581,-1.07441733753785,0
-0.9391171256873113,-0.3011137634981412,0.6138207480919632,1.1691757891777081,-0.22721968667169537,1.4142396503586558,0.5841000831639844,-0.3296222636659618,-0.7983893148743392,0.3932976709085581,0.39907864194633164,1
1.3712925660298008,0.3658112890688532,0.7493808767683169,-0.6394296512726791,0.3390404498427745,-0.08124228896551251,-1.2351303089508492,-0.12684589240009606,-0.11784921157202596,0.46012694873903,1.427745646491846,0
-0.7850898129061703,-0.5436319644315935,1.494961584488262,0.35099713754539,-0.2838457003231424,1.5867952587422138,1.0609857199319506,-0.04573534389373472,-0.17971649369041934,1.1284197270437484,-0.07355214392597074,1
0.755183314905237,0.0626635379020374,0.0715802333865492,-0.6394296512726791,0.5655445044485622,-1.11657593926686,-1.217467877959443,0.4443075533321451,0.3152217632567166,1.8635417831789394,0.4268804528799682,0
-0.014953249000466306,0.002033987668674575,0.13936029772472605,1.556734097845648,-0.22721968667169537,-1.3466500837782704,-1.32344246390788,-0.16064195427774033,-0.17971649369041934,-0.8764586078704067,1.0107184824868967,1
-0.5540488437344593,-0.36174331373150403,0.4104805550774331,0.5232452747311411,-0.7085408027089947,1.3567211142308033,1.7674829595881967,-1.0596172002231763,-1.1695930075846912,-0.7428000522094633,2.1783945417007553,1
-1.3241854076401633,-0.6042615146649566,0.0038001690483723503,0.7170244290651111,0.11253639523698639,-0.6564276502440388,-0.24603417343210468,-0.22823407803299142,0.3152217632567166,-1.4779221083446537,-0.07355214392597074,1
