total sulfur dioxide,pH,fixed acidity,density,sulphates,chlorides,volatile acidity,residual sugar,free sulfur dioxide,alcohol,citric acid,quality,type_white
-0.7563068254259369,-1.1102536953761024,-1.2460577960088641,-1.6297241936136784,-0.5461782569941981,-0.4291599582067792,-0.6054166993510356,-0.7237583856834787,-0.9311070516567161,0.9292140076553369,0.14704612700239625,7,1
-1.1278731247712594,1.3776979684250064,-0.011807963849492602,0.3546395396557149,0.3275104127782824,0.4272267062834517,0.0020288700717985076,-0.7237583856834787,-0.02959873671405376,-0.3285211095194719,-0.5411534747369551,5,0
-1.6409884905338477,0.0715233449294242,2.53383231497921,0.5614135757274309,1.53723318630941,0.5128653727324752,0.12351798395636507,-0.6817189480996251,-1.212828400076298,1.264610038901953,1.0417056092635524,6,0
-0.8270813586345697,0.009324553334397804,1.222441868309879,1.0583382753192954,-0.21014415323555166,1.0837898157259622,1.64213190751345,-0.3033640098449433,-0.02959873671405376,-0.4123701173311255,-0.8852532756066306,6,0
1.1722992045093088,2.559475008730533,-0.3203704218893357,0.20122654515081217,1.53723318630941,-0.08660529241068674,-1.0306285979470193,-0.6396795105157717,1.7170736234873545,0.0068749217271441045,2.8998445339598002,6,1
0.12837483968197397,0.009324553334397804,-0.7832141089490996,-0.17230074581754684,-0.27735097398728104,-0.2578826253087329,-0.7876503701778858,0.22212895995322585,-0.14228727608188654,-0.4962191251427791,1.3858054101332282,6,1
0.5530220389337712,-0.23947061304571335,-0.3975110363992961,-0.8326436352080268,-0.4789714362424687,-0.5147986246558022,-0.18020480075505182,-0.8708964172269661,1.5480408144356053,-0.4123701173311255,-1.6422728375199167,5,1
0.41147297251650544,1.564294343210091,-1.2460577960088641,-0.44577608384792744,-0.21014415323555166,-0.14369773671003552,-1.1521177118315862,0.02244163142992152,1.1536309266481906,0.4261199607854137,-0.40351355438908476,6,1
-0.22549782636119037,-0.8614585289959912,-0.4746516509092572,0.6748057890571496,-0.8150055400011155,1.540529370120752,0.42724076866778193,1.10495714921415,-0.5930414335532177,-1.2508601954476648,-0.33469359421514955,6,1
-1.5525203240230565,1.8752883011852286,-0.16608919286941415,0.6347850078819657,0.5963376957851998,0.7697813720795444,1.5813873505711664,-0.6817189480996251,-0.9874513213406325,-0.24467210170781825,-1.3669929968241763,7,0
1.2430737377179415,0.6313124692846729,-0.08894857835945372,-1.1394696242177582,0.19309677127482444,-0.45770618035645344,-0.7876503701778858,-0.6186597917238449,0.5901882298090266,1.6838550779602226,0.21586608717633105,6,1
0.376085705912189,0.5691136776896465,0.14247326517042894,-0.5991890783527931,0.19309677127482444,-0.17224395885970972,-0.18020480075505182,-0.8078372608511858,0.13943407233769542,0.0068749217271441045,-0.2658736340412144,6,1
1.1722992045093088,-0.8614585289959912,0.29675449419034977,0.6681356588612795,0.3275104127782824,-0.5718910689551507,-0.6661612562933189,0.9578191176706627,0.8155653085446922,-0.7477661485777415,1.1793455296114226,6,1
-0.33165962617413963,0.5691136776896465,-0.08894857835945372,-0.4324358234562241,-0.8822123607528445,-0.5433448468054765,-0.48392758546646875,0.09601064720166531,0.47749969044119384,0.9292140076553369,0.009406206654525906,6,1
-0.26088509296550677,-1.1724524869711315,-0.8603547234590607,-1.91987485713379,-0.8150055400011155,-0.7431684018531971,-0.36243847158190184,-0.8288569796431126,-0.31132008513363574,1.3484590467136066,-0.40351355438908476,6,1
0.9422819715812519,-0.4260669878307981,-0.8603547234590607,-0.6658903803114208,1.6716468278128687,-0.17224395885970972,0.12351798395636507,-0.9129358548108195,-0.36766435481755216,-0.8316151563893951,0.07822616682846108,6,1
-1.092485858166943,-1.1724524869711315,3.768082147138581,1.768707141178746,0.8651649787921172,1.0266973714266134,0.36649621172549884,-0.7237583856834787,-0.8747627819727997,-0.24467210170781825,1.3858054101332282,5,0
0.4822475057251383,1.31549917682998,-0.7060734944391391,-0.31904361012654237,0.39471723353001176,-0.14369773671003552,-0.36243847158190184,0.2851881163290061,0.5338439601251103,0.4261199607854137,-0.19705367386727962,6,1
-1.2163412912820504,-1.048054903781076,4.462347677728228,1.6353045372614907,0.5291308750334704,1.0552435935762883,-0.11946024381276839,-0.5976400729319181,-0.8747627819727997,0.09072392953879772,2.280464892394385,5,0
0.1637621062862904,-1.2968500701611871,-0.7832141089490996,-0.2656825685596181,-0.4789714362424687,-0.45770618035645344,-0.24094935769733528,-0.5556006353480646,-0.36766435481755216,-1.2508601954476648,-1.0228931959545007,5,1
-1.3932776243036327,1.502095551615062,-0.24322980737937455,0.7181616353302501,-0.21014415323555166,0.7126889277801957,1.0954308950328995,-0.5976400729319181,-1.1564841303923816,0.4261199607854137,-0.4723335145630199,5,0
-0.10164239324608285,0.0715233449294242,-0.7832141089490996,-0.4991371254148517,-1.0838328230080325,1.9972689245155422,-1.0913731548893026,-0.8498766984350394,0.36481115107336104,-1.3347092032593184,1.5234453304810986,6,1
0.6945711053510369,-1.5456452365412956,-0.011807963849492602,1.7353564901994323,-0.4117646154907397,-0.5147986246558022,-0.5446721424087522,2.839083949548108,0.646532499492943,-1.2508601954476648,0.49114592787207173,6,1
-0.6501450256129876,1.7508907179951732,-0.7832141089490996,-0.5658384273734793,0.058683129771365736,-0.5433448468054765,-1.0306285979470193,-0.9129358548108195,-0.9311070516567161,-0.16082309389616314,-0.12823371369334444,6,1
0.783039271861828,-0.9858561121860469,0.06533265066046783,1.0016421686544545,-0.5461782569941981,-0.4291599582067792,-0.18020480075505182,0.9998585552545161,1.5480408144356053,-1.5862562266942808,2.5557447330901244,5,1
-0.11933602654824106,-0.11507302985565777,0.06533265066046783,0.901590215716476,-1.2182464645114912,-0.14369773671003552,-1.2736068257161528,1.8826867445154407,0.19577834202161182,-1.0831621798243576,0.009406206654525906,6,1
0.6591838387467205,2.559475008730533,-0.9374953379690211,0.13452524319218456,-0.4789714362424687,-0.3720675139074304,-1.0913731548893026,0.26416839753707944,0.7028767691768594,0.09072392953879772,-0.12823371369334444,5,1
0.871507438372619,1.1289028020448952,-0.011807963849492602,0.7681876117992208,-0.7477987192493861,-0.05805907026101215,-0.8483949271201691,0.9578191176706627,1.0409423872803578,-0.4962191251427791,-0.059413753519409265,6,1
0.004519406566866457,-1.1102536953761024,-0.24322980737937455,0.23457719613012595,0.7979581580403878,-0.5147986246558022,-0.18020480075505182,1.5253515250526852,0.13943407233769542,-0.07697408608450952,0.07822616682846108,6,1
-0.04856149333960819,-1.42124765335124,-0.628932879929178,-0.20565139679686065,0.3275104127782824,-0.2864288474584073,-0.8483949271201691,0.24314867874515256,-0.25497581544971937,-0.4962191251427791,-1.160533116302371,6,1
0.9245883382790937,0.7557100524747286,-0.16608919286941415,1.568603235302826,0.9323717995438465,-0.3720675139074304,-0.36243847158190184,1.9247261820992942,0.928253847912525,-1.418558211070972,0.07822616682846108,6,1
-1.7294566570446388,2.1862822591603663,-0.7832141089490996,-0.4057553026727805,0.058683129771365736,-0.17224395885970972,1.8851101352825836,-0.8078372608511858,-1.3818612091280473,1.2226855349961254,-1.7799127578677871,5,0
0.8007329051639862,0.19592092811947978,-0.011807963849492602,-0.9126851975583576,-0.008523690980363614,-0.3149750696080817,-0.6054166993510356,-0.7868175420592589,-0.7057299729210506,0.5938179764087209,-0.5411534747369551,6,1
0.5707156722359293,-0.6126633626158801,-0.24322980737937455,-0.6658903803114208,-0.5461782569941981,-0.08660529241068674,-0.05871568687048494,-0.9339555736027464,0.47749969044119384,-0.9154641642010487,-0.7476133552587604,6,1
0.3406984393078726,0.0715233449294242,-0.628932879929178,-0.7325916822700483,-0.6133850777459274,-0.029512848111337954,-0.24094935769733528,-0.2192851346772362,-0.7620742426049669,1.4323080545252602,-0.33469359421514955,6,1
1.7119550202251343,-0.4882657794258245,0.29675449419034977,1.435200631385608,-0.4789714362424687,-0.0009666259616637617,-0.8483949271201691,1.8406473069315867,1.2663194660160233,-1.3347092032593184,-0.12823371369334444,8,1
-0.030867860037449978,-1.1102536953761024,-0.08894857835945372,-0.449111148945881,-0.07573051173209297,-0.4291599582067792,-0.42318302852418527,1.0418979928383698,-0.25497581544971937,0.8453649998436833,-0.33469359421514955,7,1
0.03990667317118289,-1.048054903781076,0.6824575667401532,-0.9793864995169853,-0.4789714362424687,-0.7146221797035227,0.36649621172549884,0.5164050230402006,-0.42400862450146853,2.3546471404534546,0.009406206654525906,7,1
0.23453663949492326,-1.1724524869711315,-0.9374953379690211,-0.24567217797200758,-1.1510396437597619,2.8822018111554475,0.943569502677191,-0.09316682192567567,-0.7620742426049669,-0.9993131720127024,-0.33469359421514955,5,1
-0.4909023258935636,0.2581197197145062,1.9167073988995242,1.0883538612006927,0.8651649787921172,1.0837898157259622,1.9458546922248672,-0.5976400729319181,-1.0437955910245489,-0.3285211095194719,0.14704612700239625,5,0
-1.4463585242101074,-1.2968500701611871,0.21961387968038934,-1.2395215771556995,-1.1510396437597619,-0.7146221797035227,0.0020288700717985076,-0.3348935880328335,-1.4382054788119636,1.0969120232786458,-0.5411534747369551,4,1
0.23453663949492326,-0.17727182145068696,-0.3203704218893357,0.20122654515081217,-0.8822123607528445,-0.17224395885970972,-0.11946024381276839,0.11703036599359201,-1.4382054788119636,-1.1670111876360112,0.14704612700239625,5,1
-0.04856149333960819,0.1337221365244534,-0.3203704218893357,-0.6025241434507467,0.5291308750334704,-0.20079018100938412,-0.11946024381276839,-0.9339555736027464,-0.48035289418538496,-0.24467210170781825,-0.12823371369334444,5,1
1.1546055712071506,0.5069148860946173,-0.4746516509092572,-0.3924150422810031,-0.7477987192493861,-0.11515151456036093,-0.9091394840624525,-0.8919161360188929,0.19577834202161182,-0.9154641642010487,-0.4723335145630199,7,1
0.23453663949492326,-0.6126633626158801,0.29675449419034977,-0.5491631018838224,1.133992261799034,-0.3720675139074304,-0.6661612562933189,-0.8078372608511858,-0.36766435481755216,-0.07697408608450952,0.14704612700239625,5,1
1.189992837811467,0.1337221365244534,-0.628932879929178,-0.03556307680233805,-0.6805918984976568,1.7403529251684726,0.18426254089864852,0.03295149082588487,1.7170736234873545,-0.8316151563893951,-0.8164333154326954,5,1
-0.278578726267665,-0.17727182145068696,0.06533265066046783,0.401330451026732,-0.21014415323555166,-0.08660529241068674,0.06277342701408162,0.6004838982079078,-1.1564841303923816,0.3422709529737601,2.418104812742255,5,1
0.8892010716747772,0.5691136776896465,-0.628932879929178,0.7014863098405932,-0.5461782569941981,-0.14369773671003552,-0.6054166993510356,1.2520951807576375,0.08308980265377904,-0.8316151563893951,-0.19705367386727962,5,1
-0.6147577590086711,0.44471609449959093,-0.3975110363992961,0.14119537338809174,-1.4870737475184082,-0.6289835132544995,-1.1521177118315862,0.5164050230402006,-0.7620742426049669,-0.4123701173311255,0.009406206654525906,6,1
2.021593603012903,-0.6126633626158801,-0.8603547234590607,0.11784991770252766,-0.8822123607528445,-0.4291599582067792,-0.42318302852418527,0.26416839753707944,1.7170736234873545,-1.3347092032593184,0.8352457287417472,5,1
0.41147297251650544,0.8179088440697577,-0.5517922654192177,0.7515122863095639,0.19309677127482444,-0.40061373605710465,-0.6661612562933189,1.75656843176388,-0.31132008513363574,-0.07697408608450952,0.07822616682846108,6,1
0.2876175394013979,0.7557100524747286,-0.24322980737937455,0.6181096823923087,-0.7477987192493861,-0.17224395885970972,-1.2736068257161528,1.6514698378042463,0.928253847912525,-0.3285211095194719,-0.2658736340412144,6,1
1.2961546376244162,1.502095551615062,-0.3203704218893357,0.16787589417149837,0.058683129771365736,-0.40061373605710465,-0.5446721424087522,-0.7237583856834787,-0.6493857032371341,-0.24467210170781825,-0.19705367386727962,6,1
0.5176347723294548,0.6313124692846729,-0.08894857835945372,1.7020058392201183,-0.9494191815045738,-0.2864288474584073,-0.6054166993510356,2.5973571834409506,0.47749969044119384,-1.5024072188826272,0.6287858482199417,5,1
-0.10164239324608285,0.2581197197145062,-1.2460577960088641,-0.10559944385891924,-0.8150055400011155,-0.22933640315905848,-0.9395117625335943,0.3482472727047864,0.3084668813894446,-0.8316151563893951,-0.8852532756066306,6,1
-0.19011055975687394,0.2581197197145062,-0.16608919286941415,-1.0327475410839095,0.999578620295576,-0.5718910689551507,-0.24094935769733528,-0.15622597830145593,-0.7620742426049669,1.600006070148569,1.1793455296114226,7,1
0.1460684729841322,0.009324553334397804,-1.0917765669889425,0.5880940965109115,-0.8150055400011155,-0.40061373605710465,-0.9091394840624525,1.125976868006077,0.13943407233769542,-1.0831621798243576,-0.4723335145630199,6,1
0.11068120637981575,-0.6126633626158801,-0.011807963849492602,0.02780316005833596,-0.8822123607528445,-0.6004372911048251,-0.7876503701778858,1.0629177116302966,0.3084668813894446,0.09072392953879772,-0.059413753519409265,6,1
1.5792527704589476,0.2581197197145062,-1.0146359524789816,0.08449926672321385,-0.8150055400011155,-0.5433448468054765,-0.3016939146396187,0.41130642908056686,1.5480408144356053,-0.7477661485777415,0.07822616682846108,5,1
0.376085705912189,0.009324553334397804,-0.628932879929178,-1.7464514720413138,-1.0166260022563032,-0.48625240250612783,-0.18020480075505182,-0.6186597917238449,0.19577834202161182,1.8515530935835298,-0.2658736340412144,6,1
0.9599756048834102,0.2581197197145062,-0.7060734944391391,1.3818395898186466,0.26030359202655307,-0.5433448468054765,-0.05871568687048494,2.4712388706893895,1.491696544751689,-0.9154641642010487,0.6976058083938769,6,1
0.6768774720488787,-0.11507302985565777,-0.011807963849492602,0.09783952711491715,-0.3445577947390104,0.3415880398344289,1.6725041859845915,-0.8498766984350394,-0.31132008513363574,-0.6639171407660879,-1.5046329171720465,4,1
